(written by ASE)

24 atoms

1 atom types

-5.0      3.8290000000000002  xlo xhi
-5.0                  10.705  ylo yhi
-5.0                  12.673  zlo zhi

Masses

1 12.01

Atoms # atomic

1 1 0.0000000000 2.5990000000 11.9770000000
2 1 1.9139999999999999 2.754 0.69599999999999995
3 1 0 2.5990000000000002 7.032
4 1 1.9139999999999999 2.754 5.641
5 1 1.9139999999999999 0.76300000000000001 1.9930000000000001
6 1 0 4.5890000000000004 10.68
7 1 1.9139999999999999 0.76300000000000001 4.343
8 1 0 4.5890000000000004 8.3290000000000006
9 1 0 0.308 11.523999999999999
10 1 1.9139999999999999 5.0449999999999999 1.149
11 1 0 0.308 7.4850000000000003
12 1 1.9139999999999999 5.0449999999999999 5.1879999999999997
13 1 1.9139999999999999 7.9509999999999996 11.977
14 1 0 8.1069999999999993 0.69599999999999995
15 1 1.9139999999999999 7.9509999999999996 7.032
16 1 0 8.1069999999999993 5.641
17 1 0 6.1159999999999997 1.9930000000000001
18 1 1.9139999999999999 9.9420000000000002 10.68
19 1 0 6.1159999999999997 4.343
20 1 1.9139999999999999 9.9420000000000002 8.3290000000000006
21 1 1.9139999999999999 5.6600000000000001 11.523999999999999
22 1 0 10.398 1.149
23 1 1.9139999999999999 5.6600000000000001 7.4850000000000003
24 1 0 10.398 5.1879999999999997
